label	ComposerLast	ComposerFirst	Composer	Work	Conductor	Performed	TimesPerf	NumConcerts	CumNumConcerts	NumHSOConcerts	CumNumHSOConcerts	Decade	First Date	Date	DayMonth	Year	Soloists	Comments	Venue	ConcertType	Chorus Conductor	Season	Sponsorship	Rating
Various - Recording session 2004-08-31	Various		Various	Recording session	"Krajewski, Michael"	True	1	1	317	1	293	2000	8/31/2004	2004-08-31	"31-Aug, 1-Sep"	2004		"Feature of Second Christmas Pops Disc, recorded, Jones Hall"	Houston	Recording	"Hausmann, Charles"	03-04	HSO	
Bass - Glad Tidings 2004-08-31	Bass	Randol Alan	"Bass, Randol Alan"	Glad Tidings	"Krajewski, Michael"	True	1	0	317	0	293	2000	8/31/2004	2004-08-31	"31-Aug, 1-Sep"	2004	"Bush, George (narrator)"	"Second Christmas Pops Disc recorded, Jones Hall. Also included Bass A Feast of Carols."	Houston	Recording	"Hausmann, Charles"	03-04	HSO	
"Mahler - Das Klagende Lied, ""The Plaintive Song"" 2004-11-20"	Mahler	Gustav	"Mahler, Gustav"	"Das Klagende Lied, ""The Plaintive Song"""	"Graf, Hans"	True	3	3	320	3	296	2000	11/20/2004	2004-11-20	20/21/22-Nov	2004	"Twyla Robinson (s), Aidan Soder (ms), Gregory Turay(t)"		Houston	Classical	"Hausmann, Charles"	04-05	HSO	**
Various - Christmas Pops 2004-12-09	Various		Various	Christmas Pops	"Krajewski, Michael"	True	5	5	325	5	301	2000	12/9/2004	2004-12-09	9/10/11/12/12-Dec	2004	Four prominent Houston Ministers narrated.	"Randol Alan Bass ""Glad Tidings"". 12/10 was Conoco private Christmas Concert"	Houston	Pops	"Hausmann, Charles"	04-05	HSO	***
Bass - Glad Tidings 2004-12-13	Bass	Randol Alan	"Bass, Randol Alan"	Glad Tidings	"Krajewski, Michael"	True	5	0	325	0	301	2000	12/13/2004	2004-12-13	9/10/11/12/12-Dec	2004	Four prominent Houston Ministers narrated Randol Alan Bass Glad Tidings. Ron Solomon (santa)		Houston	Pops	"Hausmann, Charles"	04-05	HSO	
Handel - Messiah 2004-12-17	Handel	George Frideric	"Handel, George Frideric"	Messiah	"McGegan, Nicholas"	True	4	4	329	4	305	2000	12/17/2004	2004-12-17	17/18/19/19-Dec	2004	"Jessica Jones (s), Jill Grove (ms), Eric Cutler (t), David Pittsinger (b)"	2nd Dec 19 concert was at First Methodist Church	Houston	Classical	"Hausmann, Charles"	04-05	HSO	*****
Various - Pops Knockouts 2005-02-18	Various		Various	Pops Knockouts	"Krajewski, Michael"	True	4	4	333	4	309	2000	2/18/2005	2005-02-18	18/19/20/21-Feb	2005	"Cassandra Black (s), Tyler Smith (t)"		Houston	Pops	"Hausmann, Charles"	04-05	HSO	***
Orff - Carmina Burana 2005-02-18	Orff	Carl	"Orff, Carl"	Carmina Burana	"Krajewski, Michael"	True	4	0	333	0	309	2000	2/18/2005	2005-02-18	18/19/20/21-Feb	2005		Sang O Fortuna chorus as part of Pops Knockouts concert	Houston	Classical	"Hausmann, Charles"	04-05	HSO	
Verdi - Aãda 2005-02-18	Verdi	Giuseppe	"Verdi, Giuseppe"	Aãda	"Krajewski, Michael"	True	4	0	333	0	309	2000	2/18/2005	2005-02-18	18/19/20/21-Feb	2005		Sang Grand March as part of Pops Knockouts concert	Houston	Opera	"Hausmann, Charles"	04-05	HSO	
Grieg - Finlandia 2005-02-18	Grieg	Edvard    	"Grieg, Edvard"	Finlandia	"Krajewski, Michael"	True	4	0	333	0	309	2000	2/18/2005	2005-02-18	18/19/20/21-Feb	2005		Sang choral excerpt as part of Pops Knockouts concert	Houston	Classical	"Hausmann, Charles"	04-05	HSO	
Bernstein - Candide 2005-02-18	Bernstein	Leonard	"Bernstein, Leonard"	Candide	"Krajewski, Michael"	True	4	0	333	0	309	2000	2/18/2005	2005-02-18	18/19/20/21-Feb	2005		Sang Make Our Garden Grow as part of Pops Knockouts concert. Orchestra also played Overture.	Houston	Opera	"Hausmann, Charles"	04-05	HSO	
Tchaikowsky - 1812 Overture 2005-02-18	Tchaikowsky	Pyotr Ilyich   	"Tchaikowsky, Pyotr Ilyich"	1812 Overture	"Krajewski, Michael"	True	4	0	333	0	309	2000	2/18/2005	2005-02-18	18/19/20/21-Feb	2005		Sang choral version as part of Pops Knockouts concert	Houston	Classical	"Hausmann, Charles"	04-05	HSO	
Prokofiev - Alexander Nevsky 2005-05-07	Prokofiev	Sergei	"Prokofiev, Sergei"	Alexander Nevsky	"Graf, Hans"	True	3	3	336	3	312	2000	5/7/2005	2005-05-07	7/8/9-May	2005	Nancy Maultsby (ms)	Original version with movie	Houston	Classical	"Hausmann, Charles"	04-05	HSO	**
Brahms - Fest und GedenksprÅche 2005-06-10	Brahms	Johannes	"Brahms, Johannes"	Fest und GedenksprÅche	"Hausmann, Charles"	True	2	2	338	2	314	2000	6/10/2005	2005-06-10	10/18-Jun	2005		"Voices of the Symphony CD: Concert 6/10, recording 6/18"	Houston	Classical	"Hausmann, Charles"	04-05	HSO	***
Ginastera - Lamentations of Jeremiah (Lamentaciones de Jeremias Propheta) 2005-06-10	Ginastera	Alberto	"Ginastera, Alberto"	Lamentations of Jeremiah (Lamentaciones de Jeremias Propheta)	"Hausmann, Charles"	True	2	0	338	0	314	2000	6/10/2005	2005-06-10	10/18-Jun	2005		"Voices of the Symphony CD: Concert 6/10, recording 6/18"	Houston	Classical	"Hausmann, Charles"	04-05	HSO	****
Thompson - Peaceable Kingdom 2005-06-10	Thompson	Randall	"Thompson, Randall"	Peaceable Kingdom	"Hausmann, Charles"	True	2	0	338	0	314	2000	6/10/2005	2005-06-10	10/18-Jun	2005		"Voices of the Symphony CD: Concert 6/10, recording 6/18"	Houston	Classical	"Hausmann, Charles"	04-05	HSO	***
"Tippett - Child of our Time, A 2005-06-10"	Tippett	Michael	"Tippett, Michael"	"Child of our Time, A"	"Hausmann, Charles"	True	2	0	338	0	314	2000	6/10/2005	2005-06-10	10/18-Jun	2005	"Givens, Melissa (s), A. Jan Taylor (a), Jason Oby (t), Duwaynne Davis (bar). Scott Holshauser (piano)"	"Voices of the Symphony CD: Concert 6/10, recording 6/18"	Houston	Classical	"Hausmann, Charles"	04-05	HSO	***
Various - Recording Session 2005-06-18	Various		Various	Recording Session	"Hausmann, Charles"	True	1	1	339	1	315	2000	6/18/2005	2005-06-18	18-Jun	2005	"Givens, Melissa (s), A. Jan Taylor (a), Jason Oby (t), Duwaynne Davis (bar). Scott Holshauser (piano)"	Recording session for Voices of the Symphony at Jones Hall	Houston	Recording	"Hausmann, Charles"	04-05	HSO	
Shore - Lord of the Rings Symphony 2005-07-08	Shore	Howard	"Shore, Howard"	Lord of the Rings Symphony	"Willis, Alastair"	False	0	0	339	0	315	2000	7/8/2005	2005-07-08	07/08-Jul	2005	Kaitlin Lusk (s)	With Houston Childrens Chorus (Stephen Roddy dir)	Houston	Pops	"Hausmann, Charles"	04-05	HSO	
Verdi - Nabucco 2005-08-27	Verdi	Giuseppe    	"Verdi, Giuseppe"	Nabucco	"Spierer, Carlos"	False	0	0	339	0	315	2000	8/27/2005	2005-08-27	27/28-Aug	2005	Walter Donati (Nabucco); Rogelio Marin (Ismaele); Alexander Teliga (Zaccaria); Janice Baird (Abigaille); Anna Rita Esposito (Fenena); Daniel Cervantes (El Gran Sacerdote); Oscar de la Torre (Abdallo); Ana Luisa Mendez (Anna)	"The complete opera in concert form. In Sala Nezahualcoytl, with Orquestra Sinf¢nica de Miner°a, Mexico City"	Mexico	Opera	"Hausmann, Charles"	04-05	Independent	
"Brahms - NÑnie, ""Song of Lamentation"" 2005-11-18"	Brahms	Johannes	"Brahms, Johannes"	"NÑnie, ""Song of Lamentation"""	"Graf, Hans"	True	3	3	342	3	318	2000	11/18/2005	2005-11-18	18/19/20-Nov	2005			Houston	Classical	"Hausmann, Charles"	05-06	HSO	***
"Brahms - Schicksalslied, ""Song of Destiny"" 2005-11-18"	Brahms	Johannes	"Brahms, Johannes"	"Schicksalslied, ""Song of Destiny"""	"Graf, Hans"	True	3	0	342	0	318	2000	11/18/2005	2005-11-18	18/19/20-Nov	2005			Houston	Classical	"Hausmann, Charles"	05-06	HSO	***
Various - Christmas Pops 2005-12-09	Various		Various	Christmas Pops	"Krajewski, Michael"	True	6	6	348	6	324	2000	12/9/2005	2005-12-09	8/9/10/11/11/12-Dec	2005	Ron Solomon (santa)	"Included Randol Alan Bass ""Glad Tidings"". Lakewood Church 12/8, Conoco 12/11"	Houston	Pops	"Hausmann, Charles"	05-06	HSO	***
Handel - Messiah 2005-12-16	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Seaman, Christopher"	True	3	3	351	3	327	2000	12/16/2005	2005-12-16	16/17/18-Dec	2005	"Barbara Shirvas (s), Barbara Rearick (ms), Lawrence Brownlee (t), William Stone (b)"	No First Methodist Church performance	Houston	Classical	"Hausmann, Charles"	05-06	HSO	****
Bass - Glad Tidings 2005-12-19	Bass	Randol Alan	"Bass, Randol Alan"	Glad Tidings	"Krajewski, Michael"	True	6	0	351	0	327	2000	12/19/2005	2005-12-19	8/9/10/11/11/12-Dec	2005	Four prominent Houston Ministers narrated.	"Lakewood Church 12/8, Conoco 12/11"	Houston	Pops	"Hausmann, Charles"	05-06	HSO	
Verdi - Requiem 2006-02-24	Verdi	Giuseppe	"Verdi, Giuseppe"	Requiem	"Graf, Hans"	True	3	3	354	3	330	2000	2/24/2006	2006-02-24	24/25/26-Feb	2006	"Marina Shaguch (s), Gigi Mitchell-Velasco (ms), Andrew Richards (t), Nikolai Didenko (b)"		Houston	Classical	"Hausmann, Charles"	05-06	HSO	****
Ravel - Daphnis and ChloÇ 2006-03-10	Ravel	Maurice	"Ravel, Maurice"	Daphnis and ChloÇ	"Graf, Hans"	True	2	2	356	2	332	2000	3/10/2006	2006-03-10	10/ 11-Mar	2006		Full ballet score (includes both Suites #1 and #2)	Houston	Classical	"Hausmann, Charles"	05-06	HSO	***
"Mahler - Symphony #2, ""Resurrection"" 2006-05-01"	Mahler	Gustav	"Mahler, Gustav"	"Symphony #2, ""Resurrection"""	"Krager, Franz"	False	0	0	356	0	332	2000	5/1/2006	2006-05-01	1-May	2006		"HSC augments the U of H Choruses. With U of H Orchestra (Franz Krager dir), in Moores Opera House at U of H."	University	Classical	"Hausmann, Charles"	05-06	Independent	
Holst - The Planets 2006-05-05	Holst	Gustav	"Holst, Gustav"	The Planets	"Graf, Hans"	False	0	0	356	0	332	2000	5/5/2006	2006-05-05	05/06/07-May	2006		Women of the chorus	Houston	Classical	"Hausmann, Charles"	05-06	HSO	
Strauss - Viennese Delight 2006-05-19	Strauss	Johann Jr	"Strauss, Johann Jr"	Viennese Delight	"Graf, Hans"	False	0	0	356	0	332	2000	5/19/2006	2006-05-19	19/20/21-May	2006		Men of the chorus.	Houston	Pops	"Hausmann, Charles"	05-06	HSO	
"Brahms - Schicksalslied, ""Song of Destiny"" 2006-06-25"	Brahms	Johannes	"Brahms, Johannes"	"Schicksalslied, ""Song of Destiny"""	"Hausmann, Charles"	False	0	0	356	0	332	2000	6/25/2006	2006-06-25	25-Jun	2006		"Not an HSC Concert. Carnegie Hall, New York City. With New England Symphonic Ensemble. Joined by Oranger County Classic Choral Society (Highland Mills, NY) and Gloria Dei Celebration Choir (Houston, TX). Organized by Mid-America Productions. Trip Jun 22-26"	New York City	Classical	"Hausmann, Charles"	05-06	Not HSC	
"Brahms - NÑnie, ""Song of Lamentation"" 2006-06-25"	Brahms	Johannes	"Brahms, Johannes"	"NÑnie, ""Song of Lamentation"""	"Hausmann, Charles"	False	0	0	356	0	332	2000	6/25/2006	2006-06-25	25-Jun	2006		"Not an HSC Concert. Carnegie Hall, New York City. With New England Symphonic Ensemble. Joined by Oranger County Classic Choral Society (Highland Mills, NY) and Gloria Dei Celebration Choir (Houston, TX). Organized by Mid-America Productions. Trip Jun 22-26"	New York City	Classical	"Hausmann, Charles"	05-06	Not HSC	
Various - Video Games Live 2006-07-14	Various		Various	Video Games Live	"Wall, Jack"	False	0	0	356	0	332	2000	7/14/2006	2006-07-14	14-Jul	2006	"Tommy Tallarico (host and co-creator); Veronica Lorine (s, HSC)"	Conductor Jack Wall is a co-creator.	Houston	Pops	"Hausmann, Charles"	05-06	HSO	
Adams - On the Transmigration of Souls 2006-09-14	Adams	John	"Adams, John"	On the Transmigration of Souls	"Graf, Hans"	True	3	3	359	3	335	2000	9/14/2006	2006-09-14	14/16/17-Sep	2006		With Fort Bend Boys Choir (William R. Adams dir)	Houston	Classical	"Hausmann, Charles"	06-07	HSO	****
"Beethoven - Symphony #9, ""Choral"" 2006-09-14"	Beethoven	Ludwig van	"Beethoven, Ludwig van"	"Symphony #9, ""Choral"""	"Graf, Hans"	True	3	0	359	0	335	2000	9/14/2006	2006-09-14	14/16/17-Sep	2006	"Janice Chandler-Etenne (s), Jane Gilbert (ms), Benjamin Butterfield (t), Eric Owens (b)"		Houston	Classical	"Hausmann, Charles"	06-07	HSO	***
Various - Pops Knockouts 2006-11-03	Various		Various	Pops Knockouts	"Krajewski, Michael"	True	3	3	362	3	338	2000	11/3/2006	2006-11-03	3/4/5-Nov	2006	Joseph Wolverton (t)		Houston	Pops	"Hausmann, Charles"	06-07	HSO	***
Various - Christmas Pops 2006-12-08	Various		Various	Christmas Pops	"Krajewski, Michael"	True	6	6	368	6	344	2000	12/8/2006	2006-12-08	2/3/8/9/10/10-Dec	2006	Kevin Deas (b)(narr)	"Kevin Deas was Grinch. First year that Christmas Pops performances were split between two weekends. 12/2  El Paso, 12/3 Conoco."	Houston	Pops	"Hausmann, Charles"	06-07	HSO	***
Bass - Gloria 2006-12-08	Bass	Randol Alan	"Bass, Randol Alan"	Gloria	"Krajewski, Michael"	True	6	0	368	0	344	2000	12/8/2006	2006-12-08	2/3/8/9/10/10-Dec	2006			Houston	Pops	"Hausmann, Charles"	06-07	HSO	
Handel - Messiah 2006-12-15	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Glover, Jane"	True	4	4	372	4	348	2000	12/15/2006	2006-12-15	15/16/17/17-Dec	2006	"Sari Gruber (s), Paula Rasmussen(ms), Lawrence Brownlee (t), Derrick Parker (bbar)"	2nd Dec 17 performance at First Methodist	Houston	Classical	"Hausmann, Charles"	06-07	HSO	**
Bruckner - Ave Maria 2007-01-12	Bruckner	Anton	"Bruckner, Anton"	Ave Maria	"Hausmann, Charles"	True	3	3	375	3	351	2000	1/12/2007	2007-01-12	12/13/14-Jan	2007		"Sung from the Jones Hall upper Balcony, with the ceiling barely cracked, as a prelude; to the Bruckner 8th Symphony, and in memory Symphony Board Member Walter Sapp, who had just died."	Houston	Classical	"Hausmann, Charles"	06-07	HSO	
Brahms - German Requiem 2007-02-23	Brahms	Johannes	"Brahms, Johannes"	German Requiem	"Graf, Hans"	False	0	0	375	0	351	2000	2/23/2007	2007-02-23	23/24/25-Feb	2007	"Heidi Stober (s), Joshua Hopkins (bar)"		Houston	Classical	"Hausmann, Charles"	06-07	HSO	****
Wagner - TannhÑuser 2007-05-03	Wagner	Richard	"Wagner, Richard"	TannhÑuser	"Flor, Claus Peter"	False	0	0	375	0	351	2000	5/3/2007	2007-05-03	3/5/6-May	2007		Freudig begrÅssen wir (Arrival of the guests at Wartburg)	Houston	Opera	"Hausmann, Charles"	06-07	HSO	**
Wagner - Lohengrin 2007-05-03	Wagner	Richard	"Wagner, Richard"	Lohengrin	"Flor, Claus Peter"	False	0	0	375	0	351	2000	5/3/2007	2007-05-03	3/5/6-May	2007	"Jeffrey Springer sang the related In fernem Land. The Sweet Sixteen HSC womens coro-piccolo were Lisa Anders, Krista Borstell, Patricia Bumpus, M. Evelyn Clift, Catherine Howard, Sylvia J. Hysong, Mary Lopushansky, Lindsey Nash, Carolyn Rogan, Holly Soehnge, Paige Sommer, Beth Slaughter, Deborah Spencer, Ryan Stickney and Mary Voigt"	"Treulich gefÅhrt, Prelude to Act III (Wedding March)"	Houston	Opera	"Hausmann, Charles"	06-07	HSO	
Wagner - Der Fliegende HollÑnder 2007-05-03	Wagner	Richard	"Wagner, Richard"	Der Fliegende HollÑnder	"Flor, Claus Peter"	False	0	0	375	0	351	2000	5/3/2007	2007-05-03	3/5/6-May	2007	Jeffrey Springer sang the related Eriks Cavatina	Norwegian Sailors Chorus	Houston	Opera	"Hausmann, Charles"	06-07	HSO	
Wagner - Die Meistersinger von NÅrnberg 2007-05-03	Wagner	Richard	"Wagner, Richard"	Die Meistersinger von NÅrnberg	"Flor, Claus Peter"	False	0	0	375	0	351	2000	5/3/2007	2007-05-03	3/5/6-May	2007	Jeffrey Springer sang the related Walthers Prize Song	"Wach Auf (Awake, the dawn of day draws near)"	Houston	Opera	"Hausmann, Charles"	06-07	HSO	
Wagner - Opera Choruses 2007-05-03	Wagner	Richard	"Wagner, Richard"	Opera Choruses	"Flor, Claus Peter"	False	0	0	375	0	351	2000	5/3/2007	2007-05-03	3/5/6-May	2007	Jeffrey Springer (t)	"Excerpts from TannhÑuser, Lohengrin, Der fliegende HollÑnder and Die Meistersinger von NÅrnberg"	Houston	Opera	"Hausmann, Charles"	06-07	HSO	
Brahms - German Requiem 2007-05-26	Brahms	Johannes	"Brahms, Johannes"	German Requiem	"Hausmann, Charles"	False	0	0	375	0	351	2000	5/26/2007	2007-05-26	"26-May, 2-Jun"	2007	"Melissa Givens (s), Timothy Jones (bar). On May 26 Howard Pollack and Rodney Waters were the duo-piano accompaniment"	"5/27 Pragues Church of St. Simon & St. Jude, (4 hand piano version), 6/2 Stephansdom, Vienna (w/ Wiener Volksoper Symphonie-Orchester)"	Europe	Classical	"Hausmann, Charles"	06-07	Independent	
Vaughan Williams - Dona Nobis Pacem 2007-05-30	Vaughan Williams	Ralph    	"Vaughan Williams, Ralph"	Dona Nobis Pacem	"Hausmann, Charles"	False	0	0	375	0	351	2000	5/30/2007	2007-05-30	30-May	2007	"Melissa Givens (s), Timothy Jones (bar)"	"Concert with the Budapest Concert Orchestra, in the Ferenc Liszt Conservatorium, Budapest "	Europe	Classical	"Hausmann, Charles"	06-07	Independent	
Beethoven - Missa Solemnis 2007-06-30	Beethoven	Ludwig van   	"Beethoven, Ludwig van"	Missa Solemnis	"Prieto, Carlos Miguel"	True	2	2	377	0	351	2000	6/30/2007	2007-06-30	"30-Jun, 1-Jul"	2007	"Kelley Nassief(s), Charlotte Paulsen (ms), Oscar Roa (t); Rosendo Flores (b)"	"In Sala Nezahualcoytl, with Orquesta Sinf¢nica de Mineria, Mexico City"	Mexico	Classical	"Hausmann, Charles"	06-07	Independent	****
Various - Video Games Live 2007-07-13	Various		Various	Video Games Live	"Wall, Jack"	False	0	0	377	0	351	2000	7/13/2007	2007-07-13	13/14-Jul	2007	"Tommy Tallarico (host and co-creator), Martin Leung (piano), Veronica Lorine (s, HSC), Ryan Stickney (s, HSC)  "	Conductor Jack Wall is a co-creator.	Houston	Pops	"Hausmann, Charles"	06-07	HSO	
Mendelssohn - Midsummer Nights Dream 2007-09-20	Mendelssohn	Felix    	"Mendelssohn, Felix"	Midsummer Nights Dream	"Graf, Hans"	False	0	0	377	0	351	2000	9/20/2007	2007-09-20	"20,22,23-Sep"	2007	Maureen Thomas (actress)	"Women of HSC. Semi-staged with 50% of women entering to sing, rest from offstage"	Houston	Classical	"Hausmann, Charles"	07-08	HSO	
Stravinsky - Symphony of Psalms 2007-09-28	Stravinsky	Igor    	"Stravinsky, Igor"	Symphony of Psalms	"Graf, Hans"	True	3	3	380	3	354	2000	9/28/2007	2007-09-28	"28,29,30-Sep"	2007			Houston	Classical	"Hausmann, Charles"	07-08	HSO	***
Various - Christmas Pops 2007-12-08	Various		Various	Christmas Pops	"Krajewski, Michael"	True	6	6	386	6	360	2000	12/8/2007	2007-12-08	8/9/14/15/16/16-Dec	2007	"Will Makar, vocalist"	"David LaDuca, choreographer. Dec 8 and 9 were private Christmas Parties for El Paso and Conoco, resp."	Houston	Pops	"Hausmann, Charles"	07-08	HSO	***
Handel - Messiah 2007-12-21	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Labadie, Bernard"	False	0	0	386	0	360	2000	12/21/2007	2007-12-21	21/22/23-Dec	2007	"Karina Gauvin(s), Mireille Lebel(ms), Gregory Kunde(t), Michael Dean(bbar)"	No First Methodist Church performance	Houston	Classical	"Hausmann, Charles"	07-08	HSO	
Various - Memorial Service 2008-01-12	Various		Various	Memorial Service	"Hausmann, Charles and Reihle, Kevin"	True	1	0	386	0	360	2000	1/12/2008	2008-01-12	1-Jan	2008	"Laurelle Gowing (s), Rhonda Furr (organist), Asa Hunt (officiating pastor)"	"Memorial service for HSC member Sally Hoffecker, a musician and activist who died in a tragic auto accident on Jan 7 2008. Often at the center of our activity, her enthusiasm was contagious. At First Presbyterian Church, HSC joined with Cantare and others for the singing of Brahms Vie Lieblich, Hark I hear the Harps Eternal (arr Parker) and FaurÇ In Paradisum (fr. Requiem)."	Houston	Memorial	"Hausmann, Charles"	07-08	Independent	
Orff - Carmina Burana 2008-02-22	Orff	Carl	"Orff, Carl"	Carmina Burana	"Flor, Claus Peter"	True	3	3	389	3	363	2000	2/22/2008	2008-02-22	22/23/24-Feb	2008	"Ilana Davidson (s), Christopher Pfund (t), Hugh Russell (bar)"	With Houston Childrens Chorus (Stephen Roddy dir)	Houston	Classical	"Hausmann, Charles"	07-08	HSO	*****
Bernstein - Chichester Psalms 2008-02-22	Bernstein	Leonard	"Bernstein, Leonard"	Chichester Psalms	"Flor, Claus Peter"	True	3	0	389	0	363	2000	2/22/2008	2008-02-22	22/23/24-Feb	2008	"Mark Crayton (cten), with HSC solo quartet: Ryan Stickney (s), Jenifer Hemmick (a), Christopher Ortiz (t), Terry Henderson (b)"		Houston	Classical	"Hausmann, Charles"	07-08	HSO	*****
Beethoven - Choral Fantasy 2008-03-08	Beethoven	Ludwig van	"Beethoven, Ludwig van"	Choral Fantasy	"Graf, Hans"	True	1	1	390	1	364	2000	3/8/2008	2008-03-08	8 Mar	2008	"Orion Weiss (piano), Melissa Givens (s),  Andrea Jaber (a), Todd Miller (t), Hector Vazquez (b)"	The Beethoven Experience -- an entire day of Beethoven.	Houston	Classical	"Hausmann, Charles"	07-08	HSO	***
Beethoven - Elegischer Gesang (Elegy) 2008-03-08	Beethoven	Ludwig van	"Beethoven, Ludwig van"	Elegischer Gesang (Elegy)	"Graf, Hans"	True	1	0	390	0	364	2000	3/8/2008	2008-03-08	8 Mar	2008		The Beethoven Experience -- an entire day of Beethoven.	Houston	Classical	"Hausmann, Charles"	07-08	HSO	*****
Mendelssohn - St. Paul 2008-04-26	Mendelssohn	Felix    	"Mendelssohn, Felix"	St. Paul	"Hausmann, Charles"	True	1	1	391	1	365	2000	4/26/2008	2008-04-26	26 Apr	2008	"Cynthia Clayton (s),  Andrea Jaber (a), Todd Miller (t), Hector Vazquez (b)"	"With HSO, at Memorial Drive Presbyterian Church"	Houston	Classical	"Hausmann, Charles"	07-08	HSO	***
"Mahler - Symphony #2, ""Resurrection"" 2008-05-01"	Mahler	Gustav	"Mahler, Gustav"	"Symphony #2, ""Resurrection"""	"Graf, Hans"	True	3	3	394	3	368	2000	5/1/2008	2008-05-01	01/02/03-May	2008			Houston	Classical	"Hausmann, Charles"	07-08	HSO	**
Various - Dedication of the Co-Cathedral 2008-05-19	Various		Various	Dedication of the Co-Cathedral	"Graf, Hans"	True	1	1	930	1	840	2000	5/19/2008	2008-05-19	19-May	2008		"Dedication of the Co-Cathedral of the Sacred Heart.  Sang Beethoven Elegy, Brahms How Lovely is Thy Dwelling Place and Sibelius Finlandia."	Houston	Classical	"Hausmann, Charles"	07-08	HSO	**
Various - Video Games Live 2008-07-10	Various		Various	Video Games Live	"Wall, Jack"	False	0	0	395	0	369	2000	7/10/2008	2008-07-10	10-Jul	2008	"Tommy Tallarico (host and co-creator), Martin Leung (piano)"	Conductor Jack Wall is a co-creator.	Houston	Pops	"Hausmann, Charles"	07-08	HSO	
Idle - Not the Messiah (Hes a Very Naughty Boy) 2008-07-17	Idle	"Eric and Du Prez, John"	"Idle, Eric and Du Prez, John"	Not the Messiah (Hes a Very Naughty Boy)	"Du Prez, John"	False	0	0	395	0	369	2000	7/17/2008	2008-07-17	17/18-Jul	2008	"Eric Idle (bar and narrator), Shannon Mercer (s), Jean Stilwell (ms), William Ferguson (t), Theodore Baerg(bar)"	"Stage Manager: Jill Gold; Sound: Marvin Sperling; Orchestration: John DuPrez and Larry Hochman; Music Preparation: Mark Graham, JoAnn Kane Music Service;  Small HSC group heavily amplified. "	Houston	Pops	"Hausmann, Charles"	07-08	HSO	
"Shostakovich - Symphony #13, ""Babi Yar"" 2008-09-26"	Shostakovich	Dmitri	"Shostakovich, Dmitri"	"Symphony #13, ""Babi Yar"""	"Graf, Hans"	True	3	3	398	3	372	2000	9/26/2008	2008-09-26	26/27/28-Sep	2008	"Mikhail Svetlov (b), Yevgeny Yevtushenko (reader)"	"Men of HSC. Poetry of Yevgeny Yevtushenko, Yevtushenko read the poetry from the first movement before the performance started. Orchestra played very well."	Houston	Classical	"Hausmann, Charles"	08-09	HSO	*****
Various - Memorial Service 2008-10-15	Various		Various	Memorial Service	"Ware, Mike and Davis, Sid (FMC)"	False	0	0	398	0	372	2000	10/15/2008	2008-10-15	15-Oct	2008	Richard Paul Fink (bar)	"Memorial service at First Methodist Church for Richard (Rick) Smith, five year member, ordained minster-chaplain, Director of Chalplaincy Services at Memorial-Hermann Hospital, who died suddently while on a medical mission in Africa.  Service led by Revs Boyd Wagner and Paul Clines.   Members of HSC and FMC sang Brahms How Lovely is Thy Dwelling Place and Rutters The Lord is My Shepherd.  Fink sang It is Well with My Soul."	Houston	Memorial	"Hausmann, Charles"	08-09	Independent	
Schubert - Mass #6 in E flat 2008-11-07	Schubert	Franz	"Schubert, Franz"	Mass #6 in E flat	"Graf, Hans"	True	3	3	401	3	375	2000	11/7/2008	2008-11-07	7/8/9-Nov	2008	"Lisette Oroposa (s), Susan Platts (ms), Russell Thomas (t), Michael Vaughn (t), Timothy Jones (b)"	Platts sang Kindertotenlieder.  Vaughn listed as baritone but sang part labeled tenor.	Houston	Classical	"Hausmann, Charles"	08-09	HSO	*****
Various - Christmas Pops 2008-12-06	Various		Various	Christmas Pops	"Krajewski, Michael"	True	5	5	406	5	380	2000	12/6/2008	2008-12-06	6/7/13/14/14-Dec	2008	"Mark Mendell, boy soprano"	"26 minute movie, The Snowman, accompanied by orchestra dominated second half."	Houston	Pops	"Hausmann, Charles"	08-09	HSO	**
Handel - Messiah 2008-12-19	Handel	George Frideric	"Handel, George Frideric"	Messiah	"Zeitouni, Jean-Marie"	True	3	3	409	3	383	2000	12/19/2008	2008-12-19	19/20/21-Dec	2008	"Sharla Nafziger(s), Mireille Lebel(ms), William Ferguson(t), Stephen Hegedus(bbar)"		Houston	Classical	"Hausmann, Charles"	08-09	HSO	*****
Bruckner - Mass #2 in E minor 2009-03-12	Bruckner	Anton	"Bruckner, Anton"	Mass #2 in E minor	"Graf, Hans"	True	3	3	412	3	386	2000	3/12/2009	2009-03-12	12/14/15-Mar	2009		"Only 15 instruments, woodwinds and brass.  Lengthy a capella sections required discreet organ support behind risers to hold pitch.  Many pianissimo entrances and pianissimo high notes for sopranos.  Very difficult."	Houston	Classical	"Hausmann, Charles"	08-09	HSO	****
Vivaldi - Gloria 2009-03-28	Vivaldi	Antonio	"Vivaldi, Antonio"	Gloria	"Graf, Hans"	True	1	1	413	1	387	2000	3/28/2009	2009-03-28	28-Mar	2009	"Jane Jenning (s), Sharla Nafziger (s), Barbara Rearick (ms)"	"3:30 PM, at Joella and Stewart Morris Cultural Arts Center, Houston Baptist University"	Houston	Classical	"Hausmann, Charles"	08-09	HSO	***
